Wall time,Step,Value
1725013749.2401445,10,0.1778106689453125
1725013848.699476,20,0.20331813395023346
1725013948.4144099,30,0.17839302122592926
1725014050.5252419,40,0.17977093160152435
1725014150.991359,50,0.1922074854373932
1725014248.6096969,60,0.1765855997800827
1725014345.4673219,70,0.18757541477680206
1725014443.3836608,80,0.1733265370130539
1725014542.2708952,90,0.20124852657318115
1725014638.0307798,100,0.17380912601947784
1725014733.5632432,110,0.16705355048179626
1725014829.2251313,120,0.185443714261055
1725014924.8893332,130,0.15785108506679535
1725015022.1821127,140,0.2269333302974701
1725015257.1034174,160,0.1883857101202011
1725015361.3509073,170,0.16902075707912445
1725015465.670835,180,0.1652974933385849
1725015570.01128,190,0.16541005671024323
1725015674.2025952,200,0.16487054526805878
1725015779.068103,210,0.15522290766239166
1725015881.4829013,220,0.1570206731557846
1725015983.4326422,230,0.16912780702114105
1725016086.5971773,240,0.166804701089859
1725016189.2374563,250,0.16731496155261993
1725016291.9282863,260,0.16364577412605286
1725016393.8467085,270,0.16037094593048096
1725016497.8792694,280,0.15301696956157684
1725016600.0029428,290,0.18244491517543793
1725016702.216631,300,0.15467138588428497
1725016804.6550024,310,0.1599283069372177
1725016906.8806882,320,0.15960316359996796
1725017009.315877,330,0.16107597947120667
1725017111.345268,340,0.15641549229621887
1725017213.5534754,350,0.15562653541564941
1725017315.7669618,360,0.15377399325370789
1725017417.8298686,370,0.1568789780139923
1725017520.1763504,380,0.15865209698677063
1725017622.261626,390,0.1544923037290573
1725017724.6317806,400,0.15732431411743164
1725017827.3043413,410,0.19084657728672028
1725017929.2685604,420,0.145344540476799
1725018031.5089588,430,0.15476514399051666
1725018133.7454586,440,0.15887106955051422
1725018236.0654898,450,0.16268566250801086
1725018338.7218468,460,0.16374468803405762
1725018440.949467,470,0.15753205120563507
1725018543.0666342,480,0.1597970426082611
1725018645.0284498,490,0.155523881316185
1725018749.1513638,500,0.14964868128299713
1725018851.4161654,510,0.15412214398384094
1725018953.5429008,520,0.15436063706874847
1725019055.9507241,530,0.15265096724033356
1725019158.145132,540,0.16391713917255402
1725019260.0698287,550,0.1495211124420166
1725019362.7929778,560,0.1536630094051361
1725019464.379912,570,0.15106813609600067
1725019566.301103,580,0.1504453867673874
1725019668.1436427,590,0.15104059875011444
1725019770.3234103,600,0.15754325687885284
1725019872.7887535,610,0.15518496930599213
1725019974.6488233,620,0.16032759845256805
1725020077.2193422,630,0.15398761630058289
1725020179.3999674,640,0.15231050550937653
1725020281.6175206,650,0.15247797966003418
1725020387.7141013,660,0.1576729267835617
1725020494.6440046,670,0.14932818710803986
1725020599.124921,680,0.1551017314195633
1725020704.517935,690,0.15389370918273926
1725020809.649669,700,0.14571426808834076
1725020914.2652822,710,0.15095935761928558
1725021018.672668,720,0.14917980134487152
1725021123.7354116,730,0.1544031798839569
1725021225.9701402,740,0.14697787165641785
1725021328.202041,750,0.1537540704011917
1725021430.4023745,760,0.14960439503192902
1725021532.6269426,770,0.1527276337146759
1725021635.4997768,780,0.14836978912353516
1725021739.9430778,790,0.14832104742527008
1725021849.395089,800,0.14849141240119934
1725021960.8571482,810,0.14444878697395325
1725022073.7667003,820,0.14665567874908447
1725022185.6166112,830,0.15334095060825348
1725022296.7212894,840,0.1589382439851761
1725022401.69469,850,0.14749561250209808
1725022506.8125386,860,0.14952199161052704
1725022611.4760275,870,0.14833888411521912
1725022716.114197,880,0.148594468832016
1725022820.3540232,890,0.14856210350990295
1725022924.6892877,900,0.14594772458076477
1725023028.7115781,910,0.15106596052646637
1725023133.786164,920,0.15123562514781952
1725023238.0568264,930,0.15230365097522736
1725023341.999773,940,0.15529192984104156
1725023445.8310773,950,0.15964551270008087
1725023549.3764226,960,0.15250729024410248
1725023653.0801504,970,0.15858232975006104
1725023758.6460433,980,0.14979973435401917
1725023861.5529687,990,0.14983974397182465
1725023963.80442,1000,0.15217606723308563
1725024065.375668,1010,0.14864276349544525
1725024167.383662,1020,0.14630763232707977
1725024269.803912,1030,0.14660903811454773
1725024371.8029833,1040,0.14736302196979523
1725024473.9860048,1050,0.14565832912921906
1725024576.3494756,1060,0.14900116622447968
1725024678.6880708,1070,0.16038811206817627
1725024780.1085467,1080,0.15250058472156525
1725024882.514376,1090,0.1504361927509308
1725024987.007039,1100,0.14889493584632874
1725025089.4651058,1110,0.14684128761291504
1725025193.4352343,1120,0.14838767051696777
1725025295.5429668,1130,0.15142680704593658
1725025397.3970811,1140,0.14925238490104675
1725025499.7126272,1150,0.1496652513742447
1725025601.9290154,1160,0.14649471640586853
1725025703.7110603,1170,0.14334836602210999
1725025806.0878923,1180,0.14790643751621246
1725025908.1792622,1190,0.15256105363368988
1725026010.1762826,1200,0.14963087439537048
1725026112.2594335,1210,0.15171051025390625
1725026214.480229,1220,0.149338960647583
1725026316.6694698,1230,0.14647729694843292
1725026418.4611611,1240,0.14969857037067413
1725026520.138125,1250,0.14592842757701874
1725026621.7177348,1260,0.14989270269870758
1725026724.340269,1270,0.14931006729602814
1725026825.8908331,1280,0.1509505957365036
1725026928.1578462,1290,0.14633993804454803
1725027030.136314,1300,0.1451524943113327
1725027131.875751,1310,0.14892734587192535
1725027233.833548,1320,0.15054969489574432
1725027335.9329724,1330,0.14856691658496857
1725027437.560853,1340,0.1524600237607956
1725027539.4806793,1350,0.1475440263748169
